case_id,group,security_name,test_issue,etf,sic,state,annual_form,recent_forms,exchange,mapping_status,cik,ticker,company_name,expected_status,expected_reason,expected_included,expected_confidence,review_status
investment10,investment,Investment Common Stock,false,false,3571,DE,10-K,N-1A;10-Q,Nasdaq,current,0000000043,INV10,Investment,excluded,investment_company,false,high,approved
investment11,investment,Investment Common Stock,false,false,3571,DE,10-K,10-Q;N-2,Nasdaq,current,0000000044,INV11,Investment,excluded,investment_company,false,high,approved
spac01,spac,SPAC Common Stock,false,false,6770,DE,10-K,10-Q,Nasdaq,current,0000000045,SP01,SPAC,excluded,spac,false,high,approved
spac02,spac,SPAC Common Stock,false,false,6770,DE,10-K,10-Q,Nasdaq,current,0000000046,SP02,SPAC,excluded,spac,false,high,approved
spac03,spac,SPAC Common Stock,false,false,6770,DE,10-K,10-Q,Nasdaq,current,0000000047,SP03,SPAC,excluded,spac,false,high,approved
spac04,spac,SPAC Common Stock,false,false,6770,DE,10-K,10-Q,Nasdaq,current,0000000048,SP04,SPAC,excluded,spac,false,high,approved
spac05,spac,SPAC Common Stock,false,false,6770,DE,10-K,10-Q,Nasdaq,current,0000000049,SP05,SPAC,excluded,spac,false,high,approved
spac06,spac,SPAC Common Stock,false,false,6770,DE,10-K,10-Q,Nasdaq,current,0000000050,SP06,SPAC,excluded,spac,false,high,approved
spac07,spac,SPAC Common Stock,false,false,6770,DE,10-K,10-Q,Nasdaq,current,0000000051,SP07,SPAC,excluded,spac,false,high,approved
spac08,spac,SPAC Common Stock,false,false,6770,DE,10-K,10-Q,Nasdaq,current,0000000052,SP08,SPAC,excluded,spac,false,high,approved
spac09,spac,SPAC Common Stock,false,false,6770,DE,10-K,10-Q,Nasdaq,current,0000000053,SP09,SPAC,excluded,spac,false,high,approved
spac10,spac,SPAC Common Stock,false,false,6770,DE,10-K,10-Q,Nasdaq,current,0000000054,SP10,SPAC,excluded,spac,false,high,approved
spac11,spac,SPAC Common Stock,false,false,6770,DE,10-K,10-Q,Nasdaq,current,0000000055,SP11,SPAC,excluded,spac,false,high,approved
foreign01,foreign,Foreign Common Stock,false,false,3571,ZZ,10-K,10-Q,Nasdaq,current,0000000056,FOR01,Foreign,excluded,foreign_or_adr,false,high,approved
foreign02,foreign,Foreign Common Stock,false,false,3571,DE,20-F,10-Q,Nasdaq,current,0000000057,FOR02,Foreign,excluded,foreign_or_adr,false,high,approved
foreign03,foreign,Foreign Common Stock,false,false,3571,DE,40-F,10-Q,Nasdaq,current,0000000058,FOR03,Foreign,excluded,foreign_or_adr,false,high,approved
foreign04,foreign,Foreign Common Stock,false,false,3571,DE,10-K,F-1,Nasdaq,current,0000000059,FOR04,Foreign,excluded,foreign_or_adr,false,high,approved
foreign05,foreign,Foreign Common Stock,false,false,3571,DE,10-K,F-3,Nasdaq,current,0000000060,FOR05,Foreign,excluded,foreign_or_adr,false,high,approved
foreign06,foreign,Foreign Common Stock,false,false,3571,CN,10-K,10-Q,Nasdaq,current,0000000061,FOR06,Foreign,excluded,foreign_or_adr,false,high,approved
foreign07,foreign,Foreign Common Stock,false,false,3571,GB,10-K,10-Q,Nasdaq,current,0000000062,FOR07,Foreign,excluded,foreign_or_adr,false,high,approved
foreign08,foreign,Foreign Common Stock,false,false,3571,JP,10-K,10-Q,Nasdaq,current,0000000063,FOR08,Foreign,excluded,foreign_or_adr,false,high,approved
foreign09,foreign,Foreign Common Stock,false,false,3571,CA,20-F,10-Q,Nasdaq,current,0000000064,FOR09,Foreign,excluded,foreign_or_adr,false,high,approved
foreign10,foreign,Foreign Common Stock,false,false,3571,DE,10-K,F-1;10-Q,Nasdaq,current,0000000065,FOR10,Foreign,excluded,foreign_or_adr,false,high,approved
foreign11,foreign,Foreign Common Stock,false,false,3571,DE,10-K,10-Q;F-3,Nasdaq,current,0000000066,FOR11,Foreign,excluded,foreign_or_adr,false,high,approved
financial01,financial,Bank Common Stock,false,false,6000,DE,10-K,10-Q,Nasdaq,current,0000000067,FIN01,Bank,excluded,financial_company,false,high,approved
financial02,financial,Bank Common Stock,false,false,6001,DE,10-K,10-Q,Nasdaq,current,0000000068,FIN02,Bank,excluded,financial_company,false,high,approved
financial03,financial,Bank Common Stock,false,false,6100,DE,10-K,10-Q,Nasdaq,current,0000000069,FIN03,Bank,excluded,financial_company,false,high,approved
financial04,financial,Bank Common Stock,false,false,6200,DE,10-K,10-Q,Nasdaq,current,0000000070,FIN04,Bank,excluded,financial_company,false,high,approved
financial05,financial,Bank Common Stock,false,false,6300,DE,10-K,10-Q,Nasdaq,current,0000000071,FIN05,Bank,excluded,financial_company,false,high,approved
financial06,financial,Bank Common Stock,false,false,6400,DE,10-K,10-Q,Nasdaq,current,0000000072,FIN06,Bank,excluded,financial_company,false,high,approved
financial07,financial,Bank Common Stock,false,false,6500,DE,10-K,10-Q,Nasdaq,current,0000000073,FIN07,Bank,excluded,financial_company,false,high,approved
financial08,financial,Bank Common Stock,false,false,6600,DE,10-K,10-Q,Nasdaq,current,0000000074,FIN08,Bank,excluded,financial_company,false,high,approved
financial09,financial,Bank Common Stock,false,false,6700,DE,10-K,10-Q,Nasdaq,current,0000000075,FIN09,Bank,excluded,financial_company,false,high,approved
financial10,financial,Bank Common Stock,false,false,6798,DE,10-K,10-Q,Nasdaq,current,0000000076,FIN10,Bank,excluded,financial_company,false,high,approved
financial11,financial,Bank Common Stock,false,false,6799,DE,10-K,10-Q,Nasdaq,current,0000000077,FIN11,Bank,excluded,financial_company,false,high,approved
inactive01,inactive,Inactive Common Stock,false,false,3571,DE,10-K,10-Q,NYSE Arca,current,0000000078,INA01,Inactive,excluded,not_active_listed,false,high,approved
inactive02,inactive,Inactive Common Stock,false,false,3571,DE,10-K,10-Q,Cboe BZX,current,0000000079,INA02,Inactive,excluded,not_active_listed,false,high,approved
inactive03,inactive,Inactive Common Stock,false,false,3571,DE,10-K,10-Q,IEX,current,0000000080,INA03,Inactive,excluded,not_active_listed,false,high,approved
inactive04,inactive,Inactive Common Stock,false,false,3571,DE,10-K,10-Q,OTC,current,0000000081,INA04,Inactive,excluded,not_active_listed,false,high,approved
inactive05,inactive,Inactive Common Stock,false,false,3571,DE,10-K,10-Q,Pink,current,0000000082,INA05,Inactive,excluded,not_active_listed,false,high,approved
inactive06,inactive,Inactive Common Stock,false,false,3571,DE,10-K,10-Q,NASDAQ,current,0000000083,INA06,Inactive,excluded,not_active_listed,false,high,approved
inactive07,inactive,Inactive Common Stock,false,false,3571,DE,10-K,10-Q,nyse,current,0000000084,INA07,Inactive,excluded,not_active_listed,false,high,approved
inactive08,inactive,Inactive Common Stock,false,false,3571,DE,10-K,10-Q,NYSE MKT,current,0000000085,INA08,Inactive,excluded,not_active_listed,false,high,approved
inactive09,inactive,Inactive Common Stock,false,false,3571,DE,10-K,10-Q,,current,0000000086,INA09,Inactive,excluded,not_active_listed,false,high,approved
inactive10,inactive,Inactive Common Stock,false,false,3571,DE,10-K,10-Q,NYSE American LLC,current,0000000087,INA10,Inactive,excluded,not_active_listed,false,high,approved
inactive11,inactive,Inactive Common Stock,false,false,3571,DE,10-K,10-Q,Nasdaq Global,current,0000000088,INA11,Inactive,excluded,not_active_listed,false,high,approved
mapping01,mapping-conflict,Conflict Common Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,conflict,0000000089,MAP01,Conflict,data-insufficient,mapping_conflict,false,low,approved
mapping02,mapping-conflict,Conflict Common Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,expired,0000000090,MAP02,Conflict,data-insufficient,mapping_conflict,false,low,approved
mapping03,mapping-conflict,Conflict Common Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,,0000000091,MAP03,Conflict,data-insufficient,mapping_conflict,false,low,approved
mapping04,mapping-conflict,Conflict Common Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,stale,0000000092,MAP04,Conflict,data-insufficient,mapping_conflict,false,low,approved
mapping05,mapping-conflict,Conflict Common Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,conflict,0000000093,MAP05,Conflict,data-insufficient,mapping_conflict,false,low,approved
mapping06,mapping-conflict,Conflict Common Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,expired,0000000094,MAP06,Conflict,data-insufficient,mapping_conflict,false,low,approved
mapping07,mapping-conflict,Conflict Common Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,,0000000095,MAP07,Conflict,data-insufficient,mapping_conflict,false,low,approved
mapping08,mapping-conflict,Conflict Common Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,stale,0000000096,MAP08,Conflict,data-insufficient,mapping_conflict,false,low,approved
mapping09,mapping-conflict,Conflict Common Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,conflict,0000000097,MAP09,Conflict,data-insufficient,mapping_conflict,false,low,approved
mapping10,mapping-conflict,Conflict Common Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,expired,0000000098,MAP10,Conflict,data-insufficient,mapping_conflict,false,low,approved
mapping11,mapping-conflict,Conflict Common Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,stale,0000000099,MAP11,Conflict,data-insufficient,mapping_conflict,false,low,approved
unresolved01,unresolved,Unknown Security,false,false,3571,DE,10-K,10-Q,Nasdaq,current,0000000100,UNR01,Unknown,data-insufficient,security_type_unresolved,false,low,approved
unresolved02,unresolved,Operating Security,false,false,3571,DE,10-K,10-Q,Nasdaq,current,0000000101,UNR02,Operating,data-insufficient,security_type_unresolved,false,low,approved
unresolved03,unresolved,Class A Security,false,false,3571,DE,10-K,10-Q,Nasdaq,current,0000000102,UNR03,Class A,data-insufficient,security_type_unresolved,false,low,approved
unresolved04,unresolved,Acme Equity,false,false,3571,DE,10-K,10-Q,Nasdaq,current,0000000103,UNR04,Acme,data-insufficient,security_type_unresolved,false,low,approved
unresolved05,unresolved,Acme Voting Shares,false,false,3571,DE,10-K,10-Q,Nasdaq,current,0000000104,UNR05,Acme,data-insufficient,security_type_unresolved,false,low,approved
unresolved06,unresolved,Acme Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,current,0000000105,UNR06,Acme,data-insufficient,security_type_unresolved,false,low,approved
unresolved07,unresolved,Acme Class A,false,false,3571,DE,10-K,10-Q,Nasdaq,current,0000000106,UNR07,Acme,data-insufficient,security_type_unresolved,false,low,approved
unresolved08,unresolved,Acme Shares,false,false,3571,DE,10-K,10-Q,Nasdaq,current,0000000107,UNR08,Acme,data-insufficient,security_type_unresolved,false,low,approved
unresolved09,unresolved,Acme Voting Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,current,0000000108,UNR09,Acme,data-insufficient,security_type_unresolved,false,low,approved
unresolved10,unresolved,Acme Listed Security,false,false,3571,DE,10-K,10-Q,Nasdaq,current,0000000109,UNR10,Acme,data-insufficient,security_type_unresolved,false,low,approved
unresolved11,unresolved,Acme Capital Stock,false,false,3571,DE,10-K,10-Q,Nasdaq,current,0000000110,UNR11,Acme,data-insufficient,security_type_unresolved,false,low,approved
included01,included,Acme Common Stock,false,false,3571,AL,10-K,10-Q,Nasdaq,current,0000000111,INC01,Acme,included,domestic_operating_common,true,high,approved
included02,included,Acme Common Shares,false,false,3571,WY,10-K/A,10-Q/A,NYSE,current,0000000112,INC02,Acme,included,domestic_operating_common,true,high,approved
included03,included,Acme Ordinary Share,false,false,3571,DC,10-K,10-Q,NYSE American,current,0000000113,INC03,Acme,included,domestic_operating_common,true,high,approved
included04,included,Acme Ordinary Shares,false,false,3571,PR,10-K/A,10-Q,Nasdaq,current,0000000114,INC04,Acme,included,domestic_operating_common,true,high,approved
included05,included,United Common Stock,false,false,3571,VI,10-K,10-Q/A,NYSE,current,0000000115,INC05,United,included,domestic_operating_common,true,high,approved
included06,included,Unitil Common Stock,false,false,3571,GU,10-K,10-Q,Nasdaq,current,0000000116,INC06,Unitil,included,domestic_operating_common,true,high,approved
included07,included,Acme Common Stock,false,false,5999,AS,10-K,10-Q,Nasdaq,current,0000000117,INC07,Acme,included,domestic_operating_common,true,high,approved
included08,included,Acme Common Shares,false,false,6800,MP,10-K,10-Q,NYSE,current,0000000118,INC08,Acme,included,domestic_operating_common,true,high,approved
included09,included,Acme Ordinary Shares,false,false,3571,CA,10-K/A,10-Q/A,NYSE American,current,0000000119,INC09,Acme,included,domestic_operating_common,true,high,approved
included10,included,Acme Common Stock,false,false,3571,NY,10-K,10-Q;8-K,Nasdaq,current,0000000120,INC10,Acme,included,domestic_operating_common,true,high,approved
included11,included,Acme Common Shares,false,false,3571,,10-K,10-Q,Nasdaq,current,0000000121,INC11,Acme,included,domestic_operating_common,true,high,approved
